<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2000.02.29	0.97070	0.98720	0.96220	0.96350	7162	0	50
2000.03.01	0.96340	0.97670	0.96260	0.97270	6615	0	50
2000.03.02	0.97280	0.97930	0.96150	0.96330	7282	0	50
2000.03.03	0.96300	0.96780	0.95770	0.96070	6532	0	50
2000.03.06	0.95670	0.96720	0.95590	0.95790	6084	0	50
2000.03.07	0.95790	0.96240	0.95250	0.95850	6855	0	50
2000.03.08	0.95830	0.96310	0.95210	0.96150	6848	0	50
2000.03.09	0.96140	0.96980	0.95950	0.96730	6722	0	50
2000.03.10	0.96730	0.96900	0.95990	0.96390	6277	0	50
2000.03.13	0.96270	0.97300	0.96160	0.96450	6337	0	50
2000.03.14	0.96460	0.96920	0.95900	0.96850	6257	0	50
2000.03.15	0.96840	0.97140	0.96400	0.96530	6251	0	50
2000.03.16	0.96510	0.97400	0.96460	0.97040	6276	0	50
2000.03.17	0.97020	0.97320	0.96570	0.97290	5914	0	50
2000.03.20	0.97250	0.97460	0.96840	0.97270	5644	0	50
2000.03.21	0.97290	0.97400	0.96030	0.96090	6279	0	50
2000.03.22	0.96070	0.96320	0.95730	0.96050	6335	0	50
2000.03.23	0.96020	0.97300	0.96010	0.97150	5940	0	50
2000.03.24	0.97140	0.97850	0.96720	0.97850	6648	0	50
2000.03.27	0.97740	0.97900	0.96320	0.96730	6305	0	50
2000.03.28	0.96730	0.97020	0.96000	0.96040	6825	0	50
2000.03.29	0.96050	0.96100	0.94780	0.95140	6887	0	50
2000.03.30	0.95140	0.96240	0.95100	0.96120	6479	0	50
2000.03.31	0.96130	0.96320	0.95280	0.95520	6410	0	50
2000.04.03	0.95630	0.96060	0.95020	0.95380	5895	0	50
2000.04.04	0.95390	0.97490	0.95150	0.96180	6114	0	50
2000.04.05	0.96170	0.97120	0.95940	0.96070	6914	0	50
2000.04.06	0.96070	0.96420	0.95650	0.95820	6129	0	50
2000.04.07	0.95810	0.96090	0.95370	0.95450	6056	0	50
2000.04.10	0.95480	0.96300	0.95340	0.96240	5905	0	50
2000.04.11	0.96250	0.96490	0.95620	0.95870	6873	0	50
2000.04.12	0.95880	0.96070	0.95210	0.95900	7242	0	50
2000.04.13	0.95890	0.96020	0.95130	0.95300	6864	0	50
2000.04.17	0.96480	0.96790	0.95160	0.95220	6741	0	50
2000.04.18	0.95200	0.95270	0.94400	0.94500	7440	0	50
2000.04.19	0.94490	0.94910	0.93550	0.94040	6018	0	50
2000.04.20	0.94000	0.94250	0.93530	0.93800	5910	0	50
2000.04.21	0.93790	0.94000	0.93620	0.93830	3016	0	50
2000.04.24	0.93820	0.94510	0.93670	0.93870	3191	0	50
2000.04.25	0.93890	0.93970	0.91630	0.92080	6150	0	50
2000.04.26	0.92100	0.92490	0.91750	0.92340	6513	0	50
2000.04.27	0.92360	0.92490	0.90590	0.91060	6900	0	50
2000.04.28	0.91060	0.91370	0.90300	0.91170	6452	0	50
2000.05.01	0.91200	0.91740	0.90710	0.91570	3788	0	50
2000.05.02	0.91580	0.91750	0.90370	0.90990	6005	0	50
2000.05.03	0.90970	0.91070	0.88870	0.89530	6726	0	50
2000.05.04	0.89540	0.89730	0.88470	0.89110	6800	0	50
