<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.09.18	4084.5	4103.4	4080.8	4103.1	267	0	0
2014.09.19	4113.0	4118.9	4084.5	4100.1	560	0	0
2014.09.22	4091.9	4092.1	4045.0	4061.2	636	0	0
2014.09.23	4045.7	4069.2	4043.3	4051.6	460	0	0
2014.09.24	4055.4	4096.3	4041.7	4094.3	704	0	0
2014.09.25	4079.4	4087.2	4007.6	4007.8	877	0	0
2014.09.26	4017.0	4057.5	4015.0	4053.7	484	0	0
2014.09.29	4009.7	4056.4	4008.6	4047.2	582	0	0
2014.09.30	4054.9	4070.4	4031.7	4049.5	721	0	0
2014.10.01	4043.3	4043.4	3972.9	3984.7	825	0	0
2014.10.02	3984.8	3996.8	3934.9	3985.9	1228	0	0
2014.10.03	4004.8	4040.6	3995.8	4027.3	672	0	0
2014.10.06	4041.4	4046.7	4004.2	4016.3	600	0	0
2014.10.07	3999.3	4007.9	3958.4	3958.6	584	0	0
2014.10.08	3960.8	4048.8	3938.2	4041.1	1410	0	0
2014.10.09	4031.6	4040.5	3965.4	3969.3	880	0	0
2014.10.10	3946.3	3969.5	3870.9	3870.9	1219	0	0
2014.10.13	3866.9	3893.7	3807.9	3808.0	1128	0	0
2014.10.14	3837.2	3860.0	3801.2	3810.5	910	0	0
2014.10.15	3738.7	3801.4	3700.2	3786.0	1552	0	0
2014.10.16	3706.7	3795.1	3704.8	3765.3	1221	0	0
2014.10.17	3815.7	3849.0	3791.2	3815.5	1155	0	0
2014.10.20	3813.6	3872.4	3805.0	3870.1	784	0	0
2014.10.21	3916.7	3971.4	3908.8	3971.4	706	0	0
2014.10.22	3980.5	3988.4	3948.0	3949.6	500	0	0
2014.10.23	3989.9	4032.2	3984.2	4012.3	737	0	0
2014.10.24	4019.8	4045.2	4003.4	4042.0	615	0	0
2014.10.27	4031.9	4052.5	4019.2	4046.0	526	0	0
2014.10.28	4063.1	4107.2	4062.2	4106.6	466	0	0
2014.10.29	4091.6	4104.1	4062.5	4090.6	823	0	0
2014.10.30	4074.3	4109.1	4064.5	4100.6	630	0	0
2014.10.31	4168.5	4170.9	4143.2	4158.2	452	0	0
2014.11.03	4160.6	4179.4	4156.8	4169.3	366	0	0
2014.11.04	4154.9	4165.1	4126.7	4156.2	756	0	0
2014.11.05	4179.2	4179.9	4140.2	4153.3	536	0	0
2014.11.06	4147.3	4165.8	4134.0	4164.1	469	0	0
2014.11.07	4170.5	4171.1	4139.5	4160.5	533	0	0
2014.11.10	4162.6	4180.0	4151.5	4176.0	437	0	0
2014.11.11	4173.6	4187.3	4165.3	4187.2	305	0	0
2014.11.12	4174.5	4199.2	4173.0	4195.4	316	0	0
2014.11.13	4202.8	4228.7	4194.3	4213.5	582	0	0
2014.11.14	4215.0	4225.2	4198.6	4225.0	433	0	0
2014.11.17	4215.3	4225.5	4194.2	4213.8	612	0	0
2014.11.18	4215.2	4248.2	4214.3	4242.2	409	0	0
2014.11.19	4233.7	4235.8	4204.2	4222.7	523	0	0
2014.11.20	4204.5	4245.2	4202.4	4242.1	481	0	0
2014.11.21	4284.4	4285.3	4237.4	4251.3	628	0	0
2014.11.24	4262.1	4285.0	4258.4	4284.3	311	0	0
2014.11.25	4290.7	4302.4	4279.9	4288.2	426	0	0
2014.11.26	4291.9	4319.4	4289.5	4318.0	338	0	0
2014.11.28	4331.0	4347.1	4326.2	4337.8	351	0	0
2014.12.01	4324.0	4332.6	4274.7	4287.8	797	0	0
2014.12.02	4291.3	4312.9	4283.9	4306.0	434	0	0
2014.12.03	4312.2	4319.0	4287.0	4312.9	634	0	0
2014.12.04	4309.5	4327.6	4293.9	4311.9	651	0	0
2014.12.05	4318.3	4324.4	4302.0	4311.6	382	0	0
2014.12.08	4301.3	4320.1	4259.0	4278.3	993	0	0
2014.12.09	4228.2	4297.7	4216.9	4294.7	952	0	0
2014.12.10	4284.5	4297.0	4218.9	4224.9	967	0	0
2014.12.11	4241.7	4296.8	4238.3	4246.5	1123	0	0
2014.12.12	4207.6	4254.4	4199.3	4199.3	1020	0	0
2014.12.15	4224.2	4236.1	4145.0	4157.4	1155	0	0
2014.12.16	4122.2	4190.4	4089.2	4089.6	1699	0	0
2014.12.17	4095.8	4176.0	4089.1	4165.1	1046	0	0
2014.12.18	4230.4	4267.8	4213.2	4267.8	719	0	0
2014.12.19	4272.8	4300.4	4258.3	4281.8	753	0	0
2014.12.22	4271.9	4295.3	4270.5	4293.7	279	0	0
2014.12.23	4309.0	4309.0	4274.5	4279.3	394	0	0
2014.12.24	4283.2	4298.9	4281.8	4283.1	342	0	0
2014.12.26	4295.7	4322.5	4294.8	4314.1	371	0	0
2014.12.29	4309.7	4321.2	4306.7	4312.6	262	0	0
2014.12.30	4301.2	4309.1	4277.8	4282.4	439	0	0
2014.12.31	4294.9	4307.0	4233.7	4236.3	881	0	0
2015.01.02	4258.6	4276.7	4206.5	4230.2	1121	0	0
2015.01.05	4206.6	4211.0	4151.9	4161.0	727	0	0
2015.01.06	4174.8	4176.3	4090.3	4110.8	1081	0	0
2015.01.07	4139.9	4170.0	4126.4	4160.0	672	0	0
2015.01.08	4195.5	4247.9	4192.6	4240.6	656	0	0
2015.01.09	4251.0	4254.0	4188.6	4213.3	932	0	0
2015.01.12	4221.5	4223.9	4158.1	4170.0	802	0	0
2015.01.13	4213.0	4252.7	4134.9	4166.2	1889	0	0
2015.01.14	4122.1	4165.0	4108.3	4145.8	898	0	0
2015.01.15	4162.1	4169.4	4085.7	4089.7	951	0	0
2015.01.16	4087.9	4143.5	4078.9	4142.1	751	0	0
2015.01.20	4164.4	4181.3	4117.2	4171.2	1215	0	0
2015.01.21	4158.1	4211.3	4145.8	4192.1	971	0	0
2015.01.22	4215.0	4274.2	4173.5	4270.4	1461	0	0
2015.01.23	4268.5	4292.9	4258.5	4278.1	593	0	0
2015.01.26	4271.1	4282.5	4254.5	4275.7	515	0	0
2015.01.27	4200.9	4209.4	4151.2	4165.5	811	0	0
2015.01.28	4233.7	4235.2	4140.4	4140.4	964	0	0
2015.01.29	4134.5	4189.5	4103.7	4181.4	1248	0	0
2015.01.30	4178.6	4210.9	4144.0	4148.4	1037	0	0
2015.02.02	4162.2	4189.1	4094.7	4188.6	1625	0	0
2015.02.03	4201.9	4229.2	4174.2	4229.2	828	0	0
2015.02.04	4202.4	4248.8	4198.7	4221.2	815	0	0
2015.02.05	4229.6	4258.0	4220.2	4256.2	491	0	0
2015.02.06	4260.0	4271.3	4214.9	4228.7	816	0	0
2015.02.09	4209.8	4235.2	4206.8	4216.1	506	0	0
2015.02.10	4240.0	4286.4	4233.0	4281.2	657	0	0
2015.02.11	4284.8	4305.4	4277.7	4297.3	430	0	0
2015.02.12	4321.4	4348.0	4318.0	4348.0	335	0	0
2015.02.13	4359.8	4384.0	4351.0	4384.0	419	0	0
2015.02.17	4379.3	4387.3	4370.6	4385.3	275	0	0
2015.02.18	4378.7	4393.2	4374.2	4390.9	259	0	0
2015.02.19	4388.9	4415.8	4388.4	4411.9	319	0	0
2015.02.20	4406.8	4444.6	4397.6	4443.1	578	0	0
2015.02.23	4441.3	4449.5	4430.9	4449.5	291	0	0
2015.02.24	4442.1	4455.5	4428.8	4451.0	446	0	0
2015.02.25	4441.1	4461.1	4429.9	4440.6	620	0	0
2015.02.26	4443.6	4463.8	4430.8	4462.3	474	0	0
2015.02.27	4459.9	4464.3	4435.7	4440.7	381	0	0
2015.03.02	4452.8	4484.0	4450.9	4483.1	360	0	0
2015.03.03	4466.5	4473.6	4433.5	4458.8	726	0	0
2015.03.04	4442.4	4452.4	4421.0	4445.4	599	0	0
2015.03.05	4454.9	4464.5	4433.9	4452.1	585	0	0
2015.03.06	4442.2	4453.9	4389.8	4399.2	853	0	0
2015.03.09	4406.9	4424.2	4391.6	4413.0	592	0	0
2015.03.10	4376.0	4381.6	4329.1	4329.1	582	0	0
