<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.02.13	1818.9	1830.2	1805.7	1827.0	410	0	0
2014.02.14	1826.7	1842.0	1819.5	1838.2	336	0	0
2014.02.17	1838.6	1843.5	1835.2	1839.7	156	0	0
2014.02.18	1839.9	1842.9	1834.7	1837.3	139	0	0
2014.02.19	1837.6	1847.5	1826.5	1830.0	345	0	0
2014.02.20	1830.1	1843.0	1820.2	1839.2	366	0	0
2014.02.21	1839.5	1846.7	1835.7	1837.0	196	0	0
2014.02.24	1837.6	1859.0	1832.2	1847.5	438	0	0
2014.02.25	1847.6	1853.2	1839.7	1849.2	255	0	0
2014.02.26	1849.4	1855.2	1840.0	1845.0	261	0	0
2014.02.27	1845.2	1857.5	1834.5	1855.0	363	0	0
2014.02.28	1854.7	1868.2	1847.5	1862.5	337	0	0
2014.03.03	1843.7	1851.2	1834.2	1846.5	313	0	0
2014.03.04	1846.2	1876.5	1846.0	1871.3	360	0	0
2014.03.05	1871.2	1876.9	1869.4	1873.7	126	0	0
2014.03.06	1873.5	1882.2	1873.0	1878.5	135	0	0
2014.03.07	1878.7	1888.2	1870.2	1878.7	361	0	0
2014.03.10	1875.2	1879.7	1866.7	1877.0	243	0	0
2014.03.11	1876.9	1882.5	1862.2	1863.7	275	0	0
2014.03.12	1864.2	1869.5	1853.7	1869.4	265	0	0
2014.03.13	1869.3	1874.5	1841.5	1847.7	445	0	0
2014.03.14	1848.0	1852.7	1839.0	1839.7	192	0	0
2014.03.17	1837.5	1862.5	1836.6	1858.2	312	0	0
2014.03.18	1858.0	1873.7	1852.5	1871.7	288	0	0
2014.03.19	1871.5	1874.0	1849.0	1860.2	388	0	0
2014.03.20	1859.5	1873.8	1851.7	1871.8	320	0	0
2014.03.21	1871.6	1884.1	1863.0	1864.5	352	0	0
2014.03.24	1865.1	1873.2	1848.7	1858.5	425	0	0
2014.03.25	1858.3	1871.7	1855.3	1869.5	217	0	0
2014.03.26	1869.7	1876.0	1849.2	1852.2	362	0	0
2014.03.27	1851.4	1855.4	1841.2	1850.0	271	0	0
2014.03.28	1849.6	1866.7	1849.5	1857.7	264	0	0
2014.03.31	1864.0	1875.2	1862.5	1871.5	180	0	0
2014.04.01	1871.6	1886.0	1869.7	1884.4	199	0	0
2014.04.02	1884.7	1893.3	1883.4	1889.5	151	0	0
2014.04.03	1889.3	1894.5	1882.6	1891.3	219	0	0
2014.04.04	1891.1	1899.3	1862.7	1867.5	497	0	0
2014.04.07	1866.9	1867.5	1841.5	1847.5	327	0	0
2014.04.08	1847.7	1855.2	1837.2	1851.6	322	0	0
2014.04.09	1851.9	1873.0	1850.1	1872.7	251	0	0
2014.04.10	1873.0	1873.7	1830.2	1835.7	498	0	0
2014.04.11	1835.6	1838.1	1813.7	1818.0	313	0	0
2014.04.14	1811.7	1834.2	1811.5	1830.7	265	0	0
2014.04.15	1831.0	1850.7	1816.2	1848.2	519	0	0
2014.04.16	1848.0	1863.2	1847.5	1854.5	250	0	0
2014.04.17	1854.6	1870.0	1853.7	1864.0	233	0	0
2014.04.21	1868.2	1872.0	1863.0	1871.2	151	0	0
2014.04.22	1871.5	1885.0	1867.2	1879.3	279	0	0
2014.04.23	1879.5	1886.5	1873.8	1884.5	205	0	0
2014.04.24	1884.2	1888.2	1869.7	1878.4	313	0	0
2014.04.25	1878.7	1879.7	1858.8	1866.0	292	0	0
2014.04.28	1867.5	1877.3	1850.0	1873.5	487	0	0
2014.04.29	1873.6	1881.0	1871.2	1876.5	168	0	0
2014.04.30	1876.3	1886.0	1872.0	1885.0	194	0	0
